OBJECTID,Structure,Type,Long,Lat
7969,Splice Box,CL s/w box (small),-123.380411146044,48.4284027057501
7970,Splice Box,CL s/w box (small),-123.380207206771,48.428349490004
7971,Splice Box,CL s/w box (small),-123.38063902365,48.4280402995145
7972,Splice Box,CL s/w box (small),-123.381037412917,48.4286067949063
7973,Ornamental Lamp,Ornamental lamp std,-123.381049639136,48.4286063244522
7974,Splice Box,CL s/w box (small),-123.381083351497,48.4287373887156
7975,Splice Box,CL s/w box (small),-123.390300453392,48.4305780222179
7976,Splice Box,CL s/w box (small),-123.390304545927,48.4302985038741
7977,Light or Signal Pole,Merc street lamp,-123.39028833511,48.4302964536305
7978,Light or Signal Pole,Merc street lamp,-123.390292586854,48.430046560339
7979,Splice Box,CL s/w box (small),-123.390309726432,48.4300463313088
7980,Light or Signal Pole,Merc street lamp,-123.390297960725,48.4297719587339
7981,Light or Signal Pole,Merc street lamp,-123.393998091771,48.4289947933305
7982,Light or Signal Pole,Merc street lamp,-123.394000487308,48.4291567221229
7983,Light or Signal Pole,Merc street lamp,-123.393973028633,48.4293212406042
7984,Light or Signal Pole,Merc street lamp,-123.393902061843,48.4294643063206
7985,Light or Signal Pole,Merc street lamp,-123.393779752173,48.4295912576202
7986,Splice Box,CL s/w box (small),-123.377410005435,48.4317278590429
7987,Light or Signal Pole,Merc street lamp,-123.377105568172,48.4312019726466
7988,Splice Box,CL s/w box (small),-123.377110378375,48.4311979804424
7989,Light or Signal Pole,Merc street lamp,-123.376857495903,48.4309469851525
7990,Light or Signal Pole,Merc street lamp,-123.376603628113,48.4306262334608
7991,Light or Signal Pole,Merc street lamp,-123.376605126664,48.4306882506999
7992,Splice Box,CL s/w box (small),-123.37662233478,48.4306862782204
7993,Light or Signal Pole,Merc street lamp,-123.376602544056,48.4306863428741
7994,Light or Signal Pole,Merc street lamp,-123.376394087,48.4304369649282
7995,Splice Box,CL s/w box (small),-123.376387953159,48.4304411143665
7996,Light or Signal Pole,Merc street lamp,-123.376137777519,48.4302115386746
7997,Light or Signal Pole,Merc street lamp,-123.375928770663,48.4299952151016
7998,Splice Box,CL s/w box (small),-123.375951482607,48.4299880157692
7999,Light or Signal Pole,Merc street lamp,-123.375693154871,48.4297467613681
8000,Splice Box,CL s/w box (small),-123.375703732001,48.4297420396962
8001,Splice Box,CL s/w box (small),-123.375512596667,48.4295417790303
8002,Light or Signal Pole,Merc street lamp,-123.375274862183,48.429318989601
8003,Light or Signal Pole,Merc street lamp,-123.375074846773,48.4291166608886
8004,Splice Box,CL s/w box (small),-123.375094886561,48.4291101091424
8005,Light or Signal Pole,Merc street lamp,-123.37489904721,48.4289223844834
8006,Splice Box,CL s/w box (small),-123.374905947905,48.4289214174616
8007,Splice Box,CL s/w box (small),-123.374677279627,48.4287621460736
8008,Splice Box,CL s/w box (small),-123.374775729744,48.4290155929372
8009,Splice Box,CL s/w box (small),-123.374775779422,48.4290168343017
8010,Splice Box,CL s/w box (small),-123.375081121022,48.4293265926385
8011,Splice Box,CL s/w box (small),-123.375370646772,48.4296325936094
8012,Splice Box,CL s/w box (small),-123.375628441878,48.4298972863543
8013,Splice Box,CL s/w box (small),-123.375880082575,48.4301537848547
8014,Splice Box,CL s/w box (small),-123.376162917488,48.4304439001247
8015,Splice Box,CL s/w box (small),-123.376459625168,48.4307522594777
8016,Splice Box,CL s/w box (small),-123.376816463571,48.4311241531694
8017,Light or Signal Pole,Light/signal pole,-123.378000969556,48.4321243398853
8018,Light or Signal Pole,Merc street lamp,-123.380352157312,48.4362597876564
8019,Light or Signal Pole,Merc street lamp,-123.380164060843,48.4360794448012
8020,Light or Signal Pole,Merc street lamp,-123.37993893772,48.4358505498514
8021,Light or Signal Pole,Merc street lamp,-123.379740566433,48.4356131987571
8022,Light or Signal Pole,Merc street lamp,-123.379702723651,48.4353455132727
8023,Light or Signal Pole,Merc street lamp,-123.379769385237,48.4350758479479
8024,Light or Signal Pole,Merc street lamp,-123.379977073121,48.4348399665556
8025,Light or Signal Pole,Merc street lamp,-123.38002284878,48.4345704858852
8026,Light or Signal Pole,Merc street lamp,-123.379903543031,48.4345290660861
8027,Light or Signal Pole,Merc street lamp,-123.379881818158,48.434293490035
8028,Light or Signal Pole,Merc street lamp,-123.379680072067,48.4343003336901
8029,Light or Signal Pole,Merc street lamp,-123.379651152465,48.434100964439
8030,Light or Signal Pole,Merc street lamp,-123.379456690879,48.4340719407072
8031,Splice Box,CL s/w box (small),-123.393773650713,48.4314989716748
8032,Splice Box,CL s/w box (small),-123.393694498048,48.4316333808518
8033,Signal Kiosk,Signal controller kiosk,-123.393697853607,48.4316402319343
8034,Splice Box,CL s/w box (small),-123.394143648089,48.4317981824643
8035,Splice Box,CL s/w box (small),-123.394025889249,48.4317549749358
8036,Splice Box,CL s/w box (small),-123.379548193702,48.4285520716523
8037,Splice Box,CL s/w box (small),-123.379561663798,48.4283295598277
8038,Splice Box,CL s/w box (small),-123.379537319419,48.4288781525497
8039,Splice Box,CL s/w box (small),-123.37973780258,48.4291335889976
8040,Splice Box,CL s/w box (small),-123.380094000776,48.4293089186665
8041,Splice Box,CL s/w box (small),-123.380368752936,48.4295965589243
8042,Splice Box,CL s/w box (small),-123.380435120106,48.429356212907
8043,Splice Box,CL s/w box (small),-123.380675678533,48.4293419689444
8044,Splice Box,CL s/w box (small),-123.381039618361,48.4292228577741
8045,Splice Box,CL s/w box (small),-123.381311868924,48.4290486024927
8046,Splice Box,CL s/w box (small),-123.381555544042,48.4288893481836
8047,Splice Box,CL s/w box (small),-123.381420119635,48.4287953770958
8048,Splice Box,CL s/w box (small),-123.381181122354,48.4289528973046
8049,Splice Box,CL s/w box (small),-123.380918896057,48.429120830791
8050,Splice Box,CL s/w box (small),-123.380628832834,48.4292162438571
8051,Splice Box,CL s/w box (small),-123.380462740306,48.4291879401783
8052,Splice Box,CL s/w box (small),-123.380171916576,48.4291923812698
8053,Splice Box,CL s/w box (small),-123.379884853066,48.4290501470308
8054,Splice Box,CL s/w box (small),-123.379716921954,48.428829330401
8055,Splice Box,CL s/w box (large),-123.387661461698,48.4305358364537
8056,Splice Box,CL s/w box (small),-123.387722445283,48.4306107162111
8057,Splice Box,CL s/w box (small),-123.387697336003,48.4306775910254
8058,Light or Signal Pole,Merc street lamp,-123.383931581542,48.4377882331226
8059,Light or Signal Pole,Merc street lamp,-123.383247769564,48.4369233158665
8060,Light or Signal Pole,Merc street lamp,-123.380445471854,48.4320807663983
8061,Splice Box,CL s/w box (small),-123.380455836617,48.4320729411673
8062,Light or Signal Pole,Merc street lamp,-123.380177519813,48.4319402159421
8063,Splice Box,CL s/w box (small),-123.380200807346,48.4319213273255
8064,Splice Box,CL splice box 0.6m,-123.379962517192,48.4340296070228
8065,Splice Box,CL s/w box (small),-123.379972269622,48.4340266330036
8066,Splice Box,CL s/w box (small),-123.379846508785,48.4338683939632
8067,Ornamental Lamp,Ornamental lamp std,-123.379965289782,48.4338283636792
8068,Splice Box,CL s/w box (small),-123.380900216389,48.4338143642249
8069,Splice Box,CL s/w box (small),-123.38020965899,48.4338381555318
8070,Light or Signal Pole,Light/signal pole,-123.380643154793,48.43368699517
8071,Splice Box,CL s/w box (small),-123.38484033123,48.4304568700107
8072,Splice Box,CL s/w box (large),-123.385201287153,48.4304566080796
8073,Splice Box,CL s/w box (small),-123.386039844455,48.4304874657028
8074,Splice Box,CL s/w box (large),-123.386474964315,48.4304516667728
8075,Splice Box,CL s/w box (large),-123.387011441764,48.4304830986611
8076,Splice Box,CL s/w box (large),-123.389404926774,48.4307120166969
8077,Splice Box,CL s/w box (large),-123.389893385162,48.4307798621065
8078,Splice Box,CL s/w box (small),-123.39015542934,48.4308310555095
8079,Splice Box,CL s/w box (small),-123.390818268312,48.4309079233487
8080,Splice Box,CL s/w box (large),-123.391156615006,48.4309558056683
8081,Splice Box,CL s/w box (large),-123.39145188552,48.4309993351704
8082,Splice Box,CL s/w box (large),-123.392363907072,48.4311626300872
8083,Splice Box,CL s/w box (small),-123.392595307261,48.4312294410206
8084,Splice Box,CL s/w box (large),-123.385470228978,48.4303069416116
8085,Splice Box,CL s/w box (large),-123.385037962519,48.4303051936448
8086,Splice Box,CL s/w box (small),-123.385697000202,48.4304587367564
8087,Splice Box,CL s/w box (small),-123.385871351732,48.4304788178395
8088,Splice Box,CL s/w box (large),-123.385037962519,48.4303051936448
8089,Splice Box,CL s/w box (small),-123.385697000202,48.4304587367564
8090,Splice Box,CL s/w box (small),-123.385871351732,48.4304788178395
8091,Splice Box,CL s/w box (large),-123.393633942504,48.4316889634673
8092,Splice Box,CL s/w box (small),-123.393128649999,48.431401586657
8093,Splice Box,CL s/w box (small),-123.393108474554,48.4313956188885
8094,Splice Box,CL s/w box (large),-123.392843082565,48.4313019443881
8095,Splice Box,CL s/w box (large),-123.38623032185,48.4303126991899
8096,Splice Box,CL s/w box (large),-123.386742020274,48.4303230016021
8097,Splice Box,CL s/w box (large),-123.387006946226,48.4303396010364
8098,Splice Box,CL s/w box (small),-123.389817347354,48.4306265756285
8099,Splice Box,CL s/w box (large),-123.390109036158,48.4306829767296
8100,Splice Box,CL s/w box (large),-123.393214803399,48.4312804418376
8101,Splice Box,CL s/w box (small),-123.393239657441,48.4312900641912
8102,Splice Box,CL s/w box (large),-123.391780609494,48.4310421291588
8103,Splice Box,CL s/w box (small),-123.393492373491,48.4313965112184
8104,Splice Box,CL splice box 0.6m,-123.393536339565,48.4314126716269
8105,Splice Box,CL splice box 0.6m,-123.381716418596,48.4345412102722
8106,Splice Box,CL splice box 0.6m,-123.381687693239,48.4347186990556
8107,Splice Box,CL splice box 0.6m,-123.381702567356,48.4348291812047
8108,Splice Box,CL splice box 0.6m,-123.381982043056,48.4352382813962
8109,Ornamental Lamp,Ornamental lamp std,-123.381726031493,48.4346629708083
8110,Splice Box,CL s/w box (small),-123.381593110659,48.4342564285125
8111,Light or Signal Pole,Merc street lamp,-123.38160428837,48.4342437504707
8112,Splice Box,CL s/w box (small),-123.381694507994,48.4342601321606
8113,Splice Box,CL s/w box (small),-123.381879003986,48.4343622973596
8114,Splice Box,CL s/w box (small),-123.383223163875,48.4354794166224
8115,Splice Box,CL s/w box (small),-123.387029102848,48.4304963451938
8116,Splice Box,CL s/w box (small),-123.390147722387,48.4306665619274
8117,Splice Box,CL s/w box (large),-123.390883103091,48.4307932223245
8118,Splice Box,CL s/w box (large),-123.377417074457,48.4283191776976
8119,Splice Box,CL splice box 0.6m,-123.376971842458,48.4282818959816
8120,Splice Box,CL s/w box (large),-123.376734949677,48.4282574803847
8121,Splice Box,CL s/w box (small),-123.375906545208,48.4281787130937
8122,Light or Signal Pole,Light/signal pole,-123.375036211352,48.4280779448484
8123,Splice Box,CL splice box 0.6m,-123.375066160975,48.4282646249592
8124,Splice Box,CL s/w box (large),-123.381317184147,48.4341157175434
8125,Splice Box,CL s/w box (small),-123.381070634031,48.4339897998871
8126,Light or Signal Pole,Light/signal pole,-123.382596642872,48.4327703093886
8127,Splice Box,CL s/w box (large),-123.382616757147,48.4327988515932
8128,Splice Box,CL s/w box (large),-123.382422906032,48.4329341013713
8129,Light or Signal Pole,Light/signal pole,-123.382434784557,48.4329352584854
8130,Light or Signal Pole,Light/signal pole,-123.382320558736,48.4329836700869
8131,Splice Box,CL s/w box (large),-123.382315284422,48.4329798190755
8132,Splice Box,CL s/w box (large),-123.382048155035,48.4329504767506
8133,Light or Signal Pole,Light/signal pole,-123.382031746458,48.432941948456
8134,Splice Box,CL s/w box (large),-123.382003261197,48.4328913563834
8135,Light or Signal Pole,Merc street lamp,-123.381918227605,48.4328537088472
8136,Light or Signal Pole,Light/signal pole,-123.382154191147,48.4327905444644
8137,Splice Box,CL s/w box (large),-123.382204775221,48.4327881275499
8138,Splice Box,CL s/w box (small),-123.382232946642,48.4327895994983
8139,Light or Signal Pole,Light/signal pole,-123.382285967018,48.4327514851893
8140,Splice Box,CL s/w box (large),-123.382291092908,48.4327427505348
8141,Signal Kiosk,Signal controller kiosk,-123.382300817683,48.4327343334938
8142,Light or Signal Pole,Merc street lamp,-123.381315791548,48.4340940135209
8143,Light or Signal Pole,Merc street lamp,-123.393774509629,48.4307804438503
8144,Light or Signal Pole,Merc street lamp,-123.384678292011,48.435498964494
8145,Splice Box,CL s/w box (large),-123.384697173272,48.4355017533315
8146,Light or Signal Pole,Signal standard,-123.384946374007,48.4355182030236
8147,Splice Box,CL s/w box (large),-123.384935284323,48.4355177542763
8148,Splice Box,CL s/w box (large),-123.384693655819,48.4356841790105
8149,Light or Signal Pole,Merc street lamp,-123.384704002164,48.4356846572537
8150,Splice Box,CL s/w box (large),-123.384900692403,48.4356885703188
8151,Light or Signal Pole,Signal standard,-123.38494596973,48.4356723421668
8152,Light or Signal Pole,Merc street lamp,-123.38494596973,48.4356723421668
8153,Light or Signal Pole,Merc street lamp,-123.384946373239,48.4355181013652
8154,Light or Signal Pole,Merc street lamp,-123.376716055139,48.4282488064938
8155,Light or Signal Pole,Merc street lamp,-123.376144625196,48.4282019974324
8156,Light or Signal Pole,Merc street lamp,-123.384877214742,48.4303005902627
8157,Light or Signal Pole,Merc street lamp,-123.377496214613,48.4285953749805
8158,Light or Signal Pole,Merc street lamp,-123.375551747003,48.4281419045703
8159,Light or Signal Pole,Light/signal pole,-123.377358397429,48.4283215902349
8160,Light or Signal Pole,Light/signal pole,-123.377212933854,48.4285080220429
8161,Light or Signal Pole,Light/signal pole,-123.384859406642,48.4304670074499
8162,Light or Signal Pole,Light/signal pole,-123.387991058458,48.4305856008822
8163,Light or Signal Pole,Light/signal pole,-123.393689825862,48.4316384465906
8164,Light or Signal Pole,Signal standard,-123.393776080123,48.4314961825328
8165,Light or Signal Pole,Light/signal pole,-123.38824994055,48.4304207142696
8166,Light or Signal Pole,Merc street lamp,-123.391466462728,48.431003389837
8167,Light or Signal Pole,Merc street lamp,-123.391792242187,48.431048271984
8168,Light or Signal Pole,Merc street lamp,-123.392374714244,48.4311705776747
8169,Light or Signal Pole,Merc street lamp,-123.392853766592,48.4313116160878
8170,Light or Signal Pole,Merc street lamp,-123.393141350197,48.4314125433466
8171,Light or Signal Pole,Merc street lamp,-123.393225172726,48.4312645536086
8172,Light or Signal Pole,Merc street lamp,-123.391164366378,48.4309617683341
8173,Light or Signal Pole,Merc street lamp,-123.389915134302,48.4307896405724
8174,Light or Signal Pole,Merc street lamp,-123.389420447362,48.4307187314054
8175,Light or Signal Pole,Merc street lamp,-123.387026669682,48.4304879946889
8176,Light or Signal Pole,Merc street lamp,-123.386757184887,48.4303145677119
8177,Light or Signal Pole,Merc street lamp,-123.386457915462,48.4304512237688
8178,Light or Signal Pole,Merc street lamp,-123.385518243617,48.4303004653473
8179,Light or Signal Pole,Merc street lamp,-123.385052858401,48.4302983721554
8180,Light or Signal Pole,Merc street lamp,-123.386757184887,48.4303145677119
8181,Light or Signal Pole,Merc street lamp,-123.386245083424,48.4303031583448
8182,Light or Signal Pole,Merc street lamp,-123.39007247664,48.4306746852183
