OBJECTID,Structure,Type,Long,Lat
3642,Light or Signal Pole,Merc street lamp,-123.367672006845,48.4254056613962
3643,Cluster Lamp,Cluster lights (straight),-123.367683340149,48.4253578173197
3644,Cluster Lamp,Cluster lights (straight),-123.367819370081,48.4252859945368
3645,Light or Signal Pole,Merc street lamp,-123.367478974002,48.424791487634
3646,Cluster Lamp,Cluster lights (crossed),-123.367403627953,48.4247835414002
3647,Splice Box,CL s/w box (small),-123.367402568915,48.424788510898
3648,Splice Box,CL s/w box (small),-123.367150264941,48.4247624166007
3649,Cluster Lamp,Cluster lights (crossed),-123.367151284422,48.4247575821775
3650,Cluster Lamp,Cluster lights (crossed),-123.366779887035,48.4247187680019
3651,Splice Box,CL s/w box (small),-123.366779004568,48.4247238628904
3652,Light or Signal Pole,Merc street lamp,-123.366686440672,48.4247087377876
3653,Splice Box,CL s/w box (small),-123.36668452803,48.4247134311128
3654,Cluster Lamp,Cluster lights (crossed),-123.366140079336,48.4246516385374
3655,Splice Box,CL s/w box (small),-123.366138491085,48.4246563398108
3656,Ornamental Lamp,Ornamental lamp std,-123.368580744311,48.4257308950865
3657,Ornamental Lamp,Ornamental lamp std,-123.368694300999,48.4257420198776
3658,Ornamental Lamp,Ornamental lamp std,-123.368813974312,48.4257540875867
3659,Ornamental Lamp,Ornamental lamp std,-123.368934039353,48.425766108935
3660,Ornamental Lamp,Ornamental lamp std,-123.369053968834,48.4257780676195
3661,Ornamental Lamp,Ornamental lamp std,-123.369199967979,48.425962641217
3662,Ornamental Lamp,Ornamental lamp std,-123.369137561166,48.4259573265411
3663,Ornamental Lamp,Ornamental lamp std,-123.369129027793,48.4259996379245
3664,Ornamental Lamp,Ornamental lamp std,-123.369562755313,48.4259886642366
3665,Ornamental Lamp,Ornamental lamp std,-123.369593361114,48.4259909230364
3666,Ornamental Lamp,Ornamental lamp std,-123.369572934871,48.4260148746242
3667,Splice Box,CL s/w box (small),-123.368436231316,48.4284517996656
3668,Light or Signal Pole,Signal standard,-123.367238695832,48.4284624365817
3669,Light or Signal Pole,Signal standard,-123.367178593872,48.4284360253776
3670,Ornamental Lamp,Ornamental lamp std,-123.368801804721,48.4285763305886
3671,Splice Box,CL s/w box (large),-123.368940231708,48.4285729812481
3672,Splice Box,CL s/w box (large),-123.368789577049,48.4285753081535
3673,Ornamental Lamp,Ornamental lamp std,-123.368519428925,48.4285802754902
3674,Light or Signal Pole,Merc street lamp,-123.368459795605,48.4285795216819
3675,Light or Signal Pole,Merc street lamp,-123.368436187693,48.4284457720919
3676,Splice Box,CL s/w box (large),-123.368505040058,48.4285794848564
3677,Splice Box,CL s/w box (large),-123.368446999506,48.4285802733572
3678,Ornamental Lamp,Ornamental lamp std,-123.369152954032,48.4285696994658
3679,Splice Box,CL s/w box (small),-123.369152430125,48.4285664263854
3680,Light or Signal Pole,Merc street lamp,-123.369464469788,48.4285539369448
3681,Splice Box,CL s/w box (large),-123.369463668215,48.4285626932045
3682,Light or Signal Pole,Signal standard,-123.36723148404,48.4285983798554
3683,Light or Signal Pole,Signal standard,-123.367165762928,48.4286644893467
3684,Splice Box,CL s/w box (small),-123.367160259729,48.4286642999724
3685,Splice Box,CL s/w box (large),-123.367168253099,48.4286198763856
3686,Splice Box,CL s/w box (large),-123.367193563211,48.4286036108396
3687,Splice Box,CL s/w box (large),-123.367191909438,48.4285823482082
3688,Ornamental Lamp,Ornamental lamp std,-123.367575159869,48.4285938376158
3689,Splice Box,CL s/w box (small),-123.36758574215,48.428591644656
3690,Splice Box,CL s/w box (large),-123.367716714341,48.4285911365205
3691,Splice Box,CL s/w box (large),-123.367716022984,48.428613333292
3692,Light or Signal Pole,Signal standard,-123.366928108617,48.4286259048517
3693,Splice Box,CL s/w box (large),-123.366928204138,48.4286203986444
3694,Manhole,City light manhole 0.8m,-123.366899138664,48.4285507048399
3695,Light or Signal Pole,Signal standard,-123.366932343743,48.4283749679226
3696,Light or Signal Pole,Signal standard,-123.366851026912,48.4284360168762
3697,Splice Box,CL s/w box (small),-123.366851985088,48.4284395494767
3698,Light or Signal Pole,Signal standard,-123.3618150198,48.4276269059115
3699,Light or Signal Pole,Signal standard,-123.361872883542,48.4276755845232
3700,Light or Signal Pole,Signal standard,-123.361850459907,48.427833931518
3701,Splice Box,CL s/w box (small),-123.361856195589,48.4278668769168
3702,Splice Box,CL s/w box (small),-123.362190415085,48.4278637485169
3703,Cluster Lamp,Cluster lights (straight),-123.362189242075,48.4278679805901
3704,Light or Signal Pole,Merc street lamp,-123.362124020912,48.4278607004632
3705,Splice Box,CL s/w box (large),-123.362067721777,48.4278572607842
3706,Splice Box,CL s/w box (small),-123.361959424242,48.4278868309097
3707,Light or Signal Pole,Merc street lamp,-123.363025665226,48.4279467486986
3708,Splice Box,CL s/w box (small),-123.363017932639,48.4279334131672
3709,Splice Box,CL s/w box (small),-123.363279374375,48.4279835904682
3710,Cluster Lamp,Cluster lights (straight),-123.363278427416,48.4279891803227
3711,Cluster Lamp,Cluster lights (straight),-123.364248367223,48.4280919798806
3712,Splice Box,CL s/w box (large),-123.364268390086,48.4280904861085
3713,Light or Signal Pole,Signal standard,-123.364278044321,48.4279395471423
3714,Light or Signal Pole,Merc street lamp,-123.364350734699,48.4279118597112
3715,Splice Box,CL s/w box (small),-123.363580882475,48.4280165472436
3716,Cluster Lamp,Cluster lights (straight),-123.363579341289,48.4280222109489
3717,Light or Signal Pole,Merc street lamp,-123.363884761413,48.428055856316
3718,Cluster Lamp,Cluster lights (straight),-123.363921910215,48.4280598683802
3719,Splice Box,CL s/w box (small),-123.363922538591,48.4280551072107
3720,Splice Box,CL s/w box (small),-123.363886536925,48.4280508306223
3721,Light or Signal Pole,Signal standard,-123.364651917086,48.4279389309572
3722,Splice Box,CL s/w box (large),-123.364638582808,48.427974032798
3723,Light or Signal Pole,Signal standard,-123.364696806794,48.4280858197657
3724,Light or Signal Pole,Signal standard,-123.364614939389,48.4281515289723
3725,Cluster Lamp,Cluster lights (straight),-123.359780323773,48.4276399802346
3726,Splice Box,CL s/w box (small),-123.359735805747,48.4276317524431
3727,Splice Box,CL s/w box (small),-123.359780866972,48.4276345895977
3728,Light or Signal Pole,Merc street lamp,-123.360047852327,48.4276569756793
3729,Splice Box,CL s/w box (small),-123.360029366777,48.4276521932965
3730,Cluster Lamp,Cluster lights (straight),-123.360174752934,48.4276678517258
3731,Splice Box,CL s/w box (large),-123.360345531451,48.4276786083983
3732,Cluster Lamp,Cluster lights (straight),-123.360549230507,48.4276957573181
3733,Light or Signal Pole,Merc street lamp,-123.360962481097,48.4277375298809
3734,Cluster Lamp,Cluster lights (straight),-123.360995660471,48.4277403857936
3735,Cluster Lamp,Cluster lights (straight),-123.361420771266,48.427784683575
3736,Splice Box,CL s/w box (small),-123.361502514137,48.4278114617938
3737,Light or Signal Pole,Signal standard,-123.361513100437,48.4278384002762
3738,Light or Signal Pole,Signal standard,-123.361441315522,48.4276280069343
3739,Splice Box,CL s/w box (small),-123.361495292885,48.4276224216516
3740,Light or Signal Pole,Signal standard,-123.361512334808,48.4275989951035
3741,Light or Signal Pole,Signal standard,-123.359059166324,48.427396659857
3742,Light or Signal Pole,Signal standard,-123.359127196904,48.427432524027
3743,Light or Signal Pole,Signal standard,-123.359177365857,48.4276057583554
3744,Light or Signal Pole,Signal standard,-123.359125914622,48.427637982488
3745,Splice Box,CL s/w box (large),-123.359161175191,48.4276024351189
3746,Splice Box,CL s/w box (large),-123.358806625839,48.4275709273121
3747,Splice Box,CL s/w box (large),-123.358922044427,48.4276578434379
3748,Light or Signal Pole,Signal standard,-123.358805972312,48.4275760214006
3749,Splice Box,CL s/w box (large),-123.358806544988,48.4275709635502
3750,Splice Box,CL s/w box (large),-123.358881513098,48.4275899646975
3751,Light or Signal Pole,Signal standard,-123.358840430678,48.4273670679216
3752,Light or Signal Pole,Signal standard,-123.358782160755,48.4274080667933
3753,Splice Box,CL s/w box (large),-123.358827335851,48.4273868021783
3754,Light or Signal Pole,Signal standard,-123.356038963022,48.4272353293743
3755,Light or Signal Pole,Signal standard,-123.356241850061,48.427246936984
3756,Light or Signal Pole,Signal standard,-123.356304856189,48.4272933531675
3757,Light or Signal Pole,Signal standard,-123.356253237273,48.4274738940181
3758,Light or Signal Pole,Signal standard,-123.356322847795,48.4274343905684
3759,Light or Signal Pole,Signal standard,-123.356057064583,48.427461851825
3760,Splice Box,CL s/w box (small),-123.356043308841,48.4274606798378
3761,Splice Box,CL s/w box (small),-123.355999561138,48.4274175056915
3762,Manhole,City light manhole 0.8m,-123.356131309327,48.4274084524588
3763,Splice Box,CL s/w box (small),-123.355955015724,48.4274013866599
3764,Light or Signal Pole,Signal standard,-123.355972220756,48.4272751836458
3765,Splice Box,CL s/w box (large),-123.356029915282,48.4272463061764
3766,Splice Box,CL s/w box (small),-123.356259900711,48.4274621778636
3767,Cluster Lamp,Cluster lights (crossed),-123.36319718913,48.4251634972886
3768,Splice Box,CL s/w box (small),-123.363196525609,48.4251671249992
3769,Light or Signal Pole,Merc street lamp,-123.360790629925,48.4259296003288
3770,Light or Signal Pole,Merc street lamp,-123.349584827019,48.4057939496974
3771,Splice Box,CL s/w box (large),-123.349598075042,48.4060037362369
3772,Splice Box,CL s/w box (small),-123.360134167549,48.4217946067723
3773,Cluster Lamp,Cluster lights (straight),-123.360480982775,48.4218279581536
3774,Light or Signal Pole,Signal standard,-123.354464608553,48.4211462438522
3775,Light or Signal Pole,Merc street lamp,-123.348680927833,48.4152276165908
3776,Light or Signal Pole,Merc street lamp,-123.348894535972,48.415415947261
3777,Light or Signal Pole,Merc street lamp,-123.348722950189,48.4153211440147
3778,Splice Box,CL s/w box (small),-123.348727007975,48.4152671024774
3779,Splice Box,CL s/w box (small),-123.348902720471,48.4152356228323
3780,Light or Signal Pole,Merc street lamp,-123.348921247323,48.415244089117
3781,Splice Box,CL s/w box (small),-123.35551186719,48.4179582566259
3782,Light or Signal Pole,Signal standard,-123.355187614203,48.418087563249
3783,Light or Signal Pole,Merc street lamp,-123.348736159452,48.4150881813283
3784,Splice Box,CL s/w box (small),-123.348744057745,48.4151044493602
3785,Splice Box,CL s/w box (large),-123.34896536425,48.4152555680784
3786,Splice Box,CL s/w box (small),-123.348834126237,48.4154353536284
3787,Splice Box,CL s/w box (large),-123.348874396178,48.4154093688565
3788,Splice Box,CL s/w box (small),-123.358445910286,48.4182945255939
3789,Light or Signal Pole,Merc street lamp,-123.358347518129,48.4182848282706
3790,Splice Box,CL s/w box (small),-123.36027305473,48.4216465783659
3791,Light or Signal Pole,Merc street lamp,-123.360275367356,48.4216375925569
3792,Manhole,City light manhole 0.8m,-123.360287983334,48.4217599505221
3793,Splice Box,CL s/w box (small),-123.360431902549,48.4216737234104
3794,Private lamp std,Private lamp std,-123.354063339338,48.4156229362403
3795,Light or Signal Pole,Merc street lamp,-123.354663256088,48.420334973578
3796,Light or Signal Pole,Merc street lamp,-123.354865531752,48.4205654875614
3797,Splice Box,CL s/w box (small),-123.355483345781,48.4181018270519
3798,Ornamental Lamp,Ornamental lamp std,-123.355543383106,48.4181564661133
3799,Private lamp std,Private lamp std,-123.356082268591,48.4181787373574
3800,Light or Signal Pole,Merc street lamp,-123.348692862812,48.4037441980195
3801,Splice Box,CL s/w box (small),-123.349531680225,48.4043277541745
3802,Light or Signal Pole,Merc street lamp,-123.349531430988,48.4043347723468
3803,Splice Box,CL s/w box (large),-123.349416789513,48.4043708737159
3804,Splice Box,CL s/w box (small),-123.349613379352,48.4034384111642
3805,Light or Signal Pole,Merc street lamp,-123.349621258138,48.403438648041
3806,Splice Box,CL s/w box (small),-123.348887426939,48.4030865489143
3807,Light or Signal Pole,Merc street lamp,-123.348883865922,48.4030814947201
3808,Private lamp std,Private lamp std,-123.352881796999,48.4217937084913
3809,Splice Box,CL splice box 0.6m,-123.348951522726,48.4038715634417
3810,Splice Box,CL s/w box (small),-123.348852843189,48.4037744371014
3811,Splice Box,CL splice box 0.6m,-123.356577164404,48.4141603199009
3812,Light or Signal Pole,Merc street lamp,-123.359017420717,48.4124323514076
3813,Light or Signal Pole,Merc street lamp,-123.359313871772,48.4124725088137
3814,Splice Box,CL s/w box (large),-123.345919684264,48.4082757388765
3815,Light or Signal Pole,Merc street lamp,-123.345925296649,48.4082804092202
3816,Light or Signal Pole,Merc street lamp,-123.344921201964,48.4088196040993
3817,Splice Box,CL s/w box (large),-123.3449133308,48.4088146166178
3818,Light or Signal Pole,Merc street lamp,-123.343909804537,48.4091691997786
3819,Manhole,City light manhole 0.8m,-123.344580445012,48.4089267764359
3820,Light or Signal Pole,Merc street lamp,-123.358113665956,48.4107744180516
3821,Light or Signal Pole,Merc street lamp,-123.358727805426,48.412393926319
3822,Splice Box,CL s/w box (small),-123.359624991464,48.4128618503554
3823,Light or Signal Pole,Merc street lamp,-123.342748518678,48.4096023004729
3824,Splice Box,CL s/w box (small),-123.360705477651,48.4128809221031
3825,Splice Box,CL s/w box (small),-123.360909309158,48.4125036850218
3826,Light or Signal Pole,Merc street lamp,-123.360918397932,48.4125049341078
3827,Light or Signal Pole,Merc street lamp,-123.359940099021,48.4128702008002
3828,Splice Box,CL s/w box (small),-123.355924898466,48.416261788368
3829,Splice Box,CL s/w box (small),-123.349014304572,48.4153298459391
3830,Light or Signal Pole,Merc street lamp,-123.359492904744,48.410241917895
3831,Light or Signal Pole,Merc street lamp,-123.359348082888,48.4106704163983
3832,Light or Signal Pole,Merc street lamp,-123.361153843616,48.4116796421486
3833,Splice Box,CL s/w box (small),-123.361151856143,48.4116856202982
3834,Light or Signal Pole,Merc street lamp,-123.361109444038,48.4121222400227
3835,Splice Box,CL s/w box (small),-123.361109267994,48.4121122489743
3836,Splice Box,CL s/w box (large),-123.358486222062,48.4084705856876
3837,Light or Signal Pole,Merc street lamp,-123.358480619511,48.4084732570859
3838,Light or Signal Pole,Merc street lamp,-123.358195748624,48.4082716690112
3839,Splice Box,CL s/w box (large),-123.358262440056,48.4083533571623
3840,Light or Signal Pole,Merc street lamp,-123.36063589415,48.410123298368
3841,Splice Box,CL s/w box (small),-123.360638026486,48.4101190813035
3842,Splice Box,CL s/w box (small),-123.361015397158,48.4100453356765
3843,Light or Signal Pole,Merc street lamp,-123.361008550337,48.4100459508731
3844,Splice Box,CL s/w box (small),-123.360831690182,48.4102211844034
3845,Light or Signal Pole,Merc street lamp,-123.349530634344,48.4055192958775
3846,Light or Signal Pole,Merc street lamp,-123.349360338474,48.4053335617304
3847,Splice Box,CL s/w box (small),-123.349427690707,48.4045614900498
3848,Light or Signal Pole,Merc street lamp,-123.349435488852,48.4045617640753
3849,Light or Signal Pole,Merc street lamp,-123.34934599155,48.4049048210413
3850,Splice Box,CL s/w box (small),-123.360072630297,48.4203548480082
3851,Splice Box,CL s/w box (small),-123.360349797258,48.4200852529568
3852,Light or Signal Pole,Merc street lamp,-123.360372132857,48.4200901402173
3853,Splice Box,CL s/w box (small),-123.360357152035,48.4200052600834
3854,Splice Box,CL s/w box (small),-123.360132131514,48.4199766734782
3855,Splice Box,CL s/w box (small),-123.360424689756,48.4199593011067
3856,Light or Signal Pole,Merc street lamp,-123.360144860557,48.4207581421798
3857,Light or Signal Pole,Merc street lamp,-123.360458515486,48.420934279543
3858,Light or Signal Pole,Merc street lamp,-123.360254585643,48.4205228799023
3859,Light or Signal Pole,Merc street lamp,-123.360254836705,48.4205230239624
3860,Splice Box,CL s/w box (small),-123.360850129247,48.4201240852045
3861,Light or Signal Pole,Light/signal pole,-123.360381854966,48.419947736829
3862,Splice Box,CL s/w box (small),-123.360372985251,48.4199545237188
3863,Splice Box,CL s/w box (small),-123.36035753259,48.4197074831544
3864,Light or Signal Pole,Light/signal pole,-123.360356084119,48.4197146156907
3865,Light or Signal Pole,Light/signal pole,-123.360246470778,48.4198343793498
3866,Light or Signal Pole,Light/signal pole,-123.360477873141,48.4196078382192
3867,Splice Box,CL splice box 0.6m,-123.360502307308,48.4195960661888
3868,Light or Signal Pole,Signal standard,-123.360515518823,48.4196142159724
3869,Splice Box,CL s/w box (small),-123.36052651854,48.4196101060933
3870,Light or Signal Pole,Light/signal pole,-123.360417968706,48.4199494078813
3871,Splice Box,CL s/w box (small),-123.361025398495,48.4201926623277
3872,Splice Box,CL s/w box (small),-123.360592552844,48.42015192019
3873,Splice Box,CL s/w box (small),-123.359423265887,48.4157265570621
3874,Light or Signal Pole,Merc street lamp,-123.359849312031,48.4157473272913
3875,Light or Signal Pole,Light/signal pole,-123.361180338538,48.4187544441026
3876,Splice Box,CL splice box 0.6m,-123.361224684201,48.4187565623396
3877,Light or Signal Pole,Light/signal pole,-123.361253792574,48.4187445685869
3878,Splice Box,CL s/w box (small),-123.361205970677,48.419279623772
3879,Light or Signal Pole,Merc street lamp,-123.36105029003,48.4193756033993
3880,Splice Box,CL s/w box (small),-123.361045789569,48.4193737282166
3881,Light or Signal Pole,Merc street lamp,-123.361049875042,48.4191549829452
3882,Splice Box,CL s/w box (small),-123.361169535006,48.4192570593693
3883,Signal Kiosk,Signal controller kiosk,-123.36114093611,48.4188876893562
3884,Light or Signal Pole,Light/signal pole,-123.361174118806,48.41889715683
3885,Splice Box,CL splice box 0.6m,-123.361182819118,48.4189174348785
3886,Light or Signal Pole,Light/signal pole,-123.361176492685,48.4189458839562
3887,Light or Signal Pole,Merc street lamp,-123.360680365997,48.4194821148827
3888,Splice Box,CL s/w box (small),-123.360566493939,48.4199131897555
3889,Light or Signal Pole,Light/signal pole,-123.360579945918,48.4199116272291
3890,Splice Box,CL s/w box (small),-123.360622024703,48.4196890735254
3891,Splice Box,CL s/w box (small),-123.357697679119,48.408372521687
3892,Splice Box,CL s/w box (small),-123.36034719815,48.42117043782
3893,Light or Signal Pole,Merc street lamp,-123.360334194527,48.4211714204381
3894,Splice Box,CL s/w box (small),-123.360412187535,48.4218330837452
3895,Light or Signal Pole,Merc street lamp,-123.359192851406,48.4101430307843
3896,Light or Signal Pole,Merc street lamp,-123.35894803936,48.410724206089
3897,Light or Signal Pole,Merc street lamp,-123.358782146508,48.4109192739679
3898,Light or Signal Pole,Merc street lamp,-123.358263344112,48.4107769921254
3899,Light or Signal Pole,Merc street lamp,-123.346954996665,48.4077262518176
3900,Splice Box,CL s/w box (large),-123.346950195963,48.4077217230154
3901,Splice Box,CL s/w box (small),-123.347938389741,48.4071899934167
3902,Light or Signal Pole,Merc street lamp,-123.347944654273,48.4071949765764
3903,Light or Signal Pole,Merc street lamp,-123.348975249178,48.4066381885161
3904,Splice Box,CL s/w box (large),-123.348976787053,48.4066299069059
3905,Splice Box,CL s/w box (small),-123.344610427642,48.4093359586042
3906,Light or Signal Pole,Merc street lamp,-123.344535443885,48.4209490820409
3907,Light or Signal Pole,Signal standard,-123.356892208417,48.4140312390357
3908,Splice Box,CL s/w box (large),-123.356793600195,48.4141746966851
3909,Light or Signal Pole,Signal standard,-123.356796896553,48.4141706739891
3910,Light or Signal Pole,Light/signal pole,-123.356570948225,48.4141590166372
3911,Splice Box,CL s/w box (small),-123.344412676782,48.4214447624333
3912,Light or Signal Pole,Merc street lamp,-123.344406485167,48.4214445830544
3913,Splice Box,CL s/w box (small),-123.344644222523,48.4215829829252
3914,Private lamp std,Private lamp std,-123.357699612874,48.4140292399702
3915,Private lamp std,Private lamp std,-123.346893181009,48.4208457578343
3916,Private lamp std,Private lamp std,-123.34708820206,48.4208874527856
3917,Splice Box,CL s/w box (large),-123.356012206921,48.4140473376536
3918,Splice Box,CL s/w box (large),-123.355869007209,48.4139449208208
3919,Light or Signal Pole,Merc street lamp,-123.354665852946,48.4213797215764
3920,Splice Box,CL s/w box (small),-123.354472746495,48.4211474000555
3921,Junction Box,CL above grd junction box,-123.354236798315,48.4219747543435
3922,Splice Box,CL s/w box (large),-123.354246277017,48.4219753009665
3923,Light or Signal Pole,Signal standard,-123.354210643243,48.422151590598
3924,Splice Box,CL s/w box (large),-123.354226435884,48.4221520053434
3925,Splice Box,CL s/w box (large),-123.354506091715,48.4220032275051
3926,Light or Signal Pole,Signal standard,-123.354513540274,48.4220072710283
3927,Splice Box,CL s/w box (large),-123.355233377373,48.4179156192987
3928,Splice Box,CL s/w box (small),-123.355700701811,48.4179877446267
3929,Splice Box,CL s/w box (small),-123.35679649004,48.4142062658348
3930,Splice Box,CL s/w box (large),-123.356573669261,48.4141136697947
3931,Splice Box,CL s/w box (small),-123.356560256049,48.4141319834225
3932,Splice Box,CL s/w box (large),-123.35588966159,48.4164148333889
3933,Splice Box,CL s/w box (large),-123.360257439785,48.4198391105494
3934,Splice Box,CL s/w box (large),-123.355304184375,48.4187772855337
3935,Light or Signal Pole,Merc street lamp,-123.342441302011,48.4216153657588
3936,Light or Signal Pole,Light/signal pole,-123.355514047991,48.4179541078554
3937,Splice Box,CL s/w box (small),-123.355586182506,48.4179910968891
3938,Splice Box,CL s/w box (small),-123.343226988142,48.4138537811951
3939,Private lamp std,Private lamp std,-123.343205509929,48.4138511553696
3940,Light or Signal Pole,Merc street lamp,-123.344785990743,48.4168380985573
3941,Light or Signal Pole,Merc street lamp,-123.344937052507,48.4167217970345
3942,Light or Signal Pole,Merc street lamp,-123.348993825167,48.415161477733
3943,Splice Box,CL s/w box (small),-123.348910704992,48.4151601933749
3944,Light or Signal Pole,Merc street lamp,-123.348910290029,48.4151665039687
3945,Light or Signal Pole,Merc street lamp,-123.348912181829,48.4151544220554
3946,Splice Box,CL splice box 0.6m,-123.344772662852,48.4168102023014
3947,Splice Box,CL splice box 0.6m,-123.344844908935,48.4166983953745
3948,Splice Box,CL splice box 0.6m,-123.344808089412,48.4166535129606
3949,Splice Box,CL s/w box (small),-123.356858147624,48.414024133752
3950,Splice Box,CL s/w box (large),-123.349352223087,48.4063295186048
3951,Splice Box,CL s/w box (small),-123.343348677105,48.4120731960919
3952,Splice Box,CL s/w box (small),-123.34345799654,48.4118555910031
3953,Splice Box,CL s/w box (large),-123.343307319545,48.4119700201133
3954,Light or Signal Pole,Merc street lamp,-123.349261129871,48.413788529502
3955,Light or Signal Pole,Merc street lamp,-123.34949317964,48.4128397855331
3956,Splice Box,CL s/w box (small),-123.343348677105,48.4120731960919
3957,Splice Box,CL s/w box (small),-123.34345799654,48.4118555910031
3958,Splice Box,CL s/w box (large),-123.343307319545,48.4119700201133
3959,Splice Box,CL s/w box (small),-123.357300478714,48.412112606999
3960,Light or Signal Pole,Merc street lamp,-123.357294490466,48.4121123646591
3961,Splice Box,CL s/w box (small),-123.36149465463,48.4183300781992
3962,Private lamp std,Private lamp std,-123.360190374145,48.4174766290783
3963,Splice Box,CL s/w box (small),-123.361426768458,48.4184025247493
3964,Splice Box,CL s/w box (small),-123.359974181348,48.4218038065149
3965,Splice Box,CL s/w box (small),-123.360151495277,48.4218508261372
3966,Splice Box,CL s/w box (small),-123.360185553216,48.4216706263318
3967,Splice Box,CL s/w box (small),-123.357339089212,48.4210421609419
3968,Private lamp std,Private lamp std,-123.359309850704,48.4217759130275
3969,Private lamp std,Private lamp std,-123.359162608016,48.4217590987974
3970,Cluster Lamp,Cluster lights (crossed),-123.36015101698,48.4218472173095
3971,Splice Box,CL s/w box (large),-123.356988486197,48.4132425301516
3972,Light or Signal Pole,Merc street lamp,-123.356980427983,48.4132410076966
3973,Splice Box,CL s/w box (large),-123.356702824555,48.413870172603
3974,Splice Box,CL s/w box (large),-123.356651145117,48.4139898165657
3975,Light or Signal Pole,Merc street lamp,-123.356642536093,48.4139887771153
3976,Light or Signal Pole,Signal standard,-123.356642536093,48.4139887771153
3977,Splice Box,CL s/w box (large),-123.356793256311,48.4136876644787
3978,Light or Signal Pole,Merc street lamp,-123.347258729961,48.4127679132502
3979,Light or Signal Pole,Merc street lamp,-123.347464691462,48.4123876909704
3980,Private lamp std,Private lamp std,-123.3471998176,48.413609634472
3981,Private lamp std,Private lamp std,-123.345807710066,48.4127138035321
3982,Private lamp std,Private lamp std,-123.346321097894,48.4141965507053
3983,Splice Box,CL s/w box (small),-123.360942208488,48.4210071360157
3984,Private lamp std,Private lamp std,-123.346436908352,48.4187670971078
3985,Splice Box,CL s/w box (large),-123.356649768041,48.4145003424783
3986,Splice Box,CL s/w box (large),-123.34286758811,48.4123022033895
3987,Splice Box,CL s/w box (large),-123.34288075522,48.4120336230834
3988,Splice Box,CL s/w box (large),-123.342976218187,48.4120138513273
3989,Light or Signal Pole,Light/signal pole,-123.343178718699,48.4121570534943
3990,Splice Box,CL s/w box (large),-123.342589819796,48.4118608199235
3991,Splice Box,CL s/w box (large),-123.342754048501,48.411972985978
3992,Splice Box,CL s/w box (large),-123.342715046496,48.4119546682251
3993,Light or Signal Pole,Merc street lamp,-123.344658989953,48.408905249831
3994,Splice Box,CL s/w box (large),-123.344653374421,48.4089001116084
3995,Private lamp std,Private lamp std,-123.35273718903,48.4303832998893
3996,Splice Box,CL s/w box (small),-123.341742857804,48.4244649004413
3997,Splice Box,CL s/w box (small),-123.341614743902,48.4243549517337
3998,Light or Signal Pole,Merc street lamp,-123.349720193818,48.4287849219082
3999,Splice Box,CL s/w box (small),-123.337312545505,48.4264598878013
4000,Splice Box,CL s/w box (small),-123.337349306573,48.4264447944916
4001,Splice Box,CL s/w box (small),-123.337764043569,48.4262894903217
4002,Light or Signal Pole,Signal standard,-123.329029228632,48.4335382699742
4003,Splice Box,CL s/w box (large),-123.329035288615,48.4335362698237
4004,Splice Box,CL s/w box (small),-123.329074681882,48.4335135470945
4005,Splice Box,CL s/w box (small),-123.329098960382,48.4335085872238
4006,Splice Box,CL s/w box (large),-123.329344576017,48.4335446273207
4007,Light or Signal Pole,Signal standard,-123.329336794342,48.4335440153169
4008,Splice Box,CL s/w box (small),-123.329392598625,48.4335820723739
4009,Splice Box,CL s/w box (large),-123.329420650681,48.4335604434558
4010,Signal Kiosk,Signal controller kiosk,-123.329429964727,48.4335619867166
4011,Splice Box,CL s/w box (small),-123.329469890196,48.4335862064994
4012,Splice Box,CL s/w box (small),-123.325838014368,48.4316395137059
4013,Splice Box,CL s/w box (small),-123.325802628868,48.431926396523
4014,Splice Box,CL s/w box (small),-123.325771420779,48.4321786237193
4015,Splice Box,CL s/w box (small),-123.325741264366,48.4324238945067
4016,Splice Box,CL s/w box (small),-123.32572235704,48.4325779133459
4017,Splice Box,CL s/w box (small),-123.329770089789,48.4313789525832
4018,Splice Box,CL splice box 0.6m,-123.329760458363,48.4314520455597
4019,Splice Box,CL s/w box (small),-123.336901532535,48.4266065021559
4020,Light or Signal Pole,Signal standard,-123.336967961414,48.4265955828592
4021,Splice Box,CL s/w box (small),-123.337348047972,48.4264784740348
4022,Light or Signal Pole,City pole,-123.336847144374,48.4264358854334
4023,Light or Signal Pole,Signal standard,-123.336773917237,48.4264399808873
4024,Light or Signal Pole,Merc street lamp,-123.337117462442,48.4263383872475
4025,Splice Box,CL s/w box (small),-123.33711278913,48.4263401795555
4026,Splice Box,CL s/w box (small),-123.342639848045,48.4244867060876
4027,Splice Box,CL s/w box (small),-123.342294735761,48.4246040074526
4028,Light or Signal Pole,Merc street lamp,-123.343262218603,48.4259342826429
4029,Light or Signal Pole,Signal standard,-123.34281156099,48.4270038992653
4030,Splice Box,CL s/w box (small),-123.343095986334,48.4267193073476
4031,Light or Signal Pole,Merc street lamp,-123.343095883622,48.4267160958815
4032,Splice Box,CL s/w box (small),-123.342753431175,48.4269311103002
4033,Light or Signal Pole,Signal standard,-123.342759847558,48.4269344649006
4034,Splice Box,CL s/w box (small),-123.343001300547,48.4268403963122
4035,Light or Signal Pole,Merc street lamp,-123.343142266497,48.4268249869179
4036,Splice Box,CL s/w box (small),-123.343560525073,48.4267148158849
4037,Light or Signal Pole,Merc street lamp,-123.343546873153,48.4267149376082
